SuccubusNo,SuccubusName,HeartLevel/Ending,Choice,ChoiceNext,DlgS,DlgJ,args
,,,,,,Explain everything to her... and maybe come to an agreement.,
,,,,,"I didn't think about that, for sure.",,
,,,,,Perhaps that's what I should have done from the beginning. I will try again.,,
,,,,,,"Good, or else the problem will just come back.",
,,,,,,"Have a good talk with Madam M, OK?",
,,,,,Yeah.,,
,,,3-4-B,EB,I will settle it for you.,,
,,,,,,"There's no other choice, then.",
,,,,,,I'll talk to her in your stead.,
,,,,,That would be good.,,
,,,,,"As a fellow human, I think you could do a better job of Knocking some sense into her.",,
,,,,,,Alright... but I hope this won't happen again.,
,,,,,I don't know about that. It's always you humans who start fights.,,
,,,,,,"(She really doesn't like conflict, does she?)",
,,EA,,,"Jake always told Shyasta to face her problem, not run away from it.",,
,,,,,"With Jake's support, Shyasta began to communicate properly with the others.",,
,,,,,"She feels content with how she is living now, and feels like she has changed for the better.",,
,,,,,Even Jake is surprised by her daily improvement.,,
,,EB,,,"Jake feels that he can't leave Shyasta alone, so he continues to pamper her.",,
,,,,,"He takes care of all of her business, even now that she is a human.",,
,,,,,Shyasta ended up sleeping her life away.,,
,,,,,"Living in a messy house is stressful, but Jake has to accept it as he accepted her.",,
18,Mare,I-1,,,Mare,,
,,,,,,Um...,
,,,,,...,,
,,,,,,(She's not answering. Or even looking at me...),
,,,,,,Hello?,
,,,,,,Um... you there?,
,,,,,... Away.,,
,,,,,,I'm sorry?,
,,,,,Go away.,,
,,,,,I don't want to see you here.,,
,,,1-1-A,I-2,Is there something wrong?,,
,,,,,,Did something happen?,
,,,,,,You seem to be angry about something.,
,,,,,It's a trivial matter. Nothing to be concerned with.,,
,,,,,,What is it?,
,,,,,The air seems to be contaminated.,,
,,,,,,It is? I didn't notice...,
,,,,,"Oh, but I can feel it quite profoundly.",,
,,,,,It's because you are here.,,
,,,,,,"Er, pardon me?",
,,,,,Leave.,,
,,,1-1-B,II-1,Are you not feeling well?,,
,,,,,,Are you okay?,
,,,,,,Is there something I can do to help you?,
,,,,,You may help by leaving.,,
,,,,,,I'm not sure if I follow.,
,,,,,Now I can't even rely on my own summoner to understand me. How wonderful.,,
,,,,,"The more I look at you, the more irritated I get.",,
,,,,,,I see...,
,,,,,"If you have nothing to say, then leave.",,
,,,,,I can't stand the sight of you.,,
,,,,,,"(She seems so irritated for some reason, but I don't understand why...)",
,,I-2,,,,,
,,,,,You again.,,
,,,,,,"Um, hello.",
,,,,,Why bother coming here? I do not remember giving you permission to enter.,,
,,,,,,I have to check on you every now and then.,
,,,,,"Well as you can see, I am fine. Now leave.",,
,,,,,,Why are you always so agitated?,
,,,,,,If there's anything I could do to help...,
,,,,,Don't come in here. Did I not make that clear previously?,,
,,,,,,(This is going nowhere.),
,,,,,Why are you still here? Are you deaf or what?,,
,,,1-2-A,II-4,Why so hostile?,,
,,,,,,I can't seem to wrap my head around it.,
,,,,,,Why are you so eager to kick me out?,
,,,,,Who gave you the right to speak?,,
,,,,,I never recalled any lowly mortals such as yourself standing on equal footing with succubi.,,
,,,,,,Don't you hold humans in some esteem for their Carnal Essence?,
,,,,,"You are merely sources for harvest. After that, you are nothing.",,
,,,,,,I...,
,,,,,"If you understand, then do me a favor and leave.",,
,,,,,,"All right, I get it...",
,,,1-2-B,II-1,Your true feelings.,,
,,,,,,You seem so aggressive towards people. What do you really think of us?,
,,,,,"Clearly, you're not our equals.",,
,,,,,,How do you figure? Especially when succubi often travel here for their needs.,
,,,,,"Tell me, my summoner: how do you feel about livestock?",,
,,,,,Do not act so high and mighty simply because you are necessary for our survival.,,
,,,,,,...,
,,,,,"Seriously, why do the others hold such affection for these beings?",,
,,,,,,Yes?,
,,,,,Forget I said anything.,,
,,,,,There is no way I can handle you humans.,,
,,I-3,,,,,
,,,,,You.,,
,,,,,Get rid of everything in this room.,,
,,,,,,"Um, what?",
,,,,,Was I not clear enough? Get rid of everything here.,,
,,,,,,Even the bed?,
,,,,,Yes. Why would I keep the bed?,,
,,,,,,How will you sleep?,
,,,,,I'd rather just float.,,
,,,1-3-A,II-4,Anything wrong with the furniture?,,
,,,,,,Is any of the stuff broken?,
,,,,,,"I could ask someone to repair it, or even buy you a new one.",
,,,,,"Pfft, no need.",,
,,,,,All of these things were made by humans.,,
,,,,,Your creations aren't worthy of my attention.,,
,,,,,,Maybe our stuff isn't suitable for your kind...,
,,,,,"Oh, it isn't just your creations. Your entire species lacks a single noteworthy quality.",,
,,,,,Now get rid of this furniture. All of it.,,
,,,1-3-B,I-2,Is floating comfortable?,,
,,,,,,Is sleeping like that even comfortable?,
,,,,,,... I don't mean to sound rude. I'm just concerned.,
,,,,,We float in our sleep all the time.,,
,,,,,It is as natural to us as breathing.,,
,,,,,,Is that so...,
,,,,,,I've learned something new.,
,,,,,How laughable. You are too easily amazed.,,
,,,,,,I've never seen any other succubi do that before.,
,,,,,...,,
,,,,,,I- I'm sorry! I will leave at once!,
,,II-1,,,,,
,,,,,,Excuse me...,
,,,,,You may enter.,,
,,,,,State your intentions.,,
,,,,,,"Ever since you started living here, I've been bothered by something...",
,,,,,,"Don't get me wrong, though, I still hold you in the highest esteem...",
,,,,,Flattery will get you nowhere.,,
,,,,,"Spit it out, or else I'll forbid you from ever coming here.",,
,,,,,,"There are some complaints, and not just from the clients...",
,,,,,,They said that you're a bit hard to handle.,
,,,,,You expect me to lower myself even more than this?,,
,,,,,We are superior to you humans in more ways than you can imagine!,,
,,,2-1-A,II-4,Don't you need our Carnal Essence?,,
,,,,,,But don't you and your fellow succubi need Carnal Essence?,
,,,,,I believe I told you before.,,
,,,,,Collecting Carnal Essence from you is like butchering livestock for us.,,
,,,,,What part of it don't you understand? You are nothing to us.,,
,,,,,,I do understand...,
,,,,,,But I was hoping that you could be more forgiving.,
,,,,,Who says I'm not?,,
,,,,,Letting you enter is already a sign of my grace.,,
,,,,,"Now, get lost.",,
,,,2-1-B,II-2,Don't you need humans?,,
,,,,,,"So, you don't need humans to fill your needs.",
,,,,,I don't think you lot deserve any more of my attention.,,
,,,,,You are nothing without your Carnal Essence.,,
,,,,,,...,
,,,,,I believe there to be another way to harvest it.,,
,,,,,,Um... pardon me?,
,,,,,Tch.,,
,,,,,Forget I ever said anything.,,
,,,,,,(Another way to harvest Carnal Essence...),
,,II-2,,,,,
,,,,,Yes?,,
,,,,,,I'm still trying to understand your thoughts about Carnal Essence.,
,,,,,,Especially because you have to collect them from us to live.,
,,,,,I don't think that we really need to extract it... physically.,,
,,,,,There has to be another way.,,
,,,,,,"Then again, wouldn't it go against your nature as a succubus to get it from us another way?",
,,,,,How so?,,
,,,,,"As long as we get your Carnal Essence, the method doesn't matter.",,
,,,2-2-A,II-3,Can you really do that?,,
,,,,,,Is there really a way to do that?,
,,,,,Bold of you to assume I did not think this through.,,
,,,,,We have the Kasu kind cooperating with us back in the Demon Realm.,,
,,,,,Since they are well-versed on the subject of Carnal Essence...,,
,,,,,I believe our efforts will come to fruition soon enough.,,
,,,,,,"The Kasu, huh...",
,,,,,"I've told you that much, are you happy now?",,
,,,2-2-B,III-1,How do you deal with the outside world?,,
,,,,,,"If you do not like us, how do you deal with going to the Human Realm?",
,,,,,I never said I was incapable of socializing.,,
,,,,,,But you said that you despise humans...,
,,,,,That doesn't mean I can't fake my way through formalities.,,
,,,,,We have to bide our time until we can finally be free.,,
,,,,,,What do you mean by being free?,
,,,,,"You weren't listening, were you?",,
,,,,,What did I expect from a lowly human?,,
,,,,,,...,
,,,,,,(I think I'm already desensitized to this kind of treatment.),
,,II-3,,,,,
,,,,,,Any results?,
,,,,,What are you talking about?,,
,,,,,,"Um, about your work with the Kasu?",
,,,,,Ugh...,,
,,,,,Are you here just to laugh at my misfortune?,,
,,,,,,"N- no! I swear, I was just curious!",
,,,,,"Hmph, you need to watch your tongue.",,
,,,,,Go too far and I'll rip it off.,,
,,,,,,(Eep!),
,,,,,,(She looks like she's in a really bad mood after I brought that up.),
,,,,,Well... I suppose I can tell you a thing or two.,,
,,,2-3-A,III-3,Progress with Kasu.,,
,,,,,,"So, has there been any progress?",
,,,,,...,,
,,,,,"I hate to admit it, but they are still seeking out alternate solutions.",,
,,,,,However...,,
,,,,,,However?,
,,,,,I saw them bring a human man to the realm before.,,
,,,,,I believe they're dissecting him or something.,,
,,,,,Wouldn't it be nice if we could just rip you humans to shreds to get your Carnal Essence?,,
,,,,,,That sounds brutal...,
,,,2-3-B,III-1,Just accept your fate.,,
,,,,,,"If it's that difficult, why not just accept your fate?",
,,,,,No.,,
,,,,,,I'm not asking you to give up.,
,,,,,,But isn't it extremely painful to forgo Carnal Essence while doing your research?,
,,,,,Better than debasing myself to interact with lowly scum.,,
,,,,,"You only view us as tools too, don't you?",,
,,,,,I can see that.,,
,,,,,,I...,
,,II-4,,,,,
,,,,,Disgusting. I still have their stench on me.,,
,,,,,"Ugh, I'm gonna puke.",,
,,,,,,Are you OK?,
,,,,,"If you can use your eyes, then you can see that I am not.",,
,,,,,"Filthy humans, how dare they leave a scent.",,
,,,,,What a sickening bunch.,,
,,,,,,"Do you, uh, plan to keep hating us forever?",
,,,,,And why should you care?,,
,,,,,,... Have you ever thought about finding a better source of Carnal Essence than us humans?,
,,,,,Do I look like I haven't tried?,,
,,,,,Do YOU have any ideas? Huh?,,
,,,2-4-A,II-3,Should there be any other way?,,
,,,,,,"If there is another way, will you take it?",
,,,,,"Why bother asking? Of course, I will.",,
,,,,,Especially if it doesn't require any bodily contact with humans.,,
,,,,,,"I see, so it is still a Specific case to you.",
,,,,,,I guess you just need some more time.,
,,,,,What were you saying?,,
,,,,,,Nothing. I'm sorry for disturbing you...,
,,,2-4-B,II-5,From fellow succubi?,,
,,,,,,"Oh, I know! Maybe you can try this.",
,,,,,What is it?,,
,,,,,,How about extracting it from fellow succubi?,
,,,,,...,,
,,,,,If we could do that. I would never come here at all.,,
,,,,,,So it's not possible...,
,,,,,"Disappointingly, no.",,
,,,,,It's impossible. Forget it.,,
,,II-5,,,,,
,,,,,,"Hey, Mare, sorry for the other day.",
,,,,,Apology accepted.,,
,,,,,What's your business this time?,,
,,,,,,It's...,
,,,,,,I think it's probably used somewhere in your own realm.,
,,,,,"Speak clearly. What do you mean by ""it""?",,
,,,,,,A method to take care of your problem with Carnal Essence.,
,,,,,"Ah, that again.",,
,,,,,Didn't I tell you that we can't extract it from other succubi?,,
,,,2-5-A,III-2,Who knows?,,
,,,,,,Who knows? Maybe another type of succubus has tried?,
,,,,,...,,
,,,,,If you're talking about the Lyst... then I'm not surprised.,,
,,,,,They like to play around with everybody...,,
,,,,,"By everybody, I mean even fellow succubi.",,
,,,,,,"Lyst, you say...",
,,,,,"And no, there's no Carnal Essence extracted during the...",,
,,,,,The fornication...,,
,,,,,,Where did you hear about that?,
,,,,,They told me themselves.,,
,,,,,Such vulgarity.,,
,,,2-5-B,III-3,How about male demons?,,
,,,,,,Have you ever tried with any male demons?,
,,,,,I...,,
,,,,,...,,
,,,,,Ugh.,,
,,,,,,Are you OK? You seem bothered.,
,,,,,Just thinking about it makes me sick...,,
,,,,,"I... oh, no. I can't help but thinking how vulgar it would be if it could happen at all.",,
,,,,,Please leave. I suddenly feel terribly uncomfortable.,,
,,,,,,.. All right.,
,,III-1,,,,,
,,,,,What makes them think that they can just casually approach me?,,
,,,,,,... Is it about what happened yesterday in town?,
,,,,,,"That man just wanted to help you, you know...",
,,,,,,Since you tripped on a paving stone.,
,,,,,I can take care of myself.,,
,,,,,I don't need him to take my hand like that. It was wretched.,,
,,,3-1-A,EB,Why didn't you decline?,,
,,,,,,"Then why didn't you just refuse his help? Or mine, for that matter.",
,,,,,,"You look down on us, yet you still accept our assistance when we offer it.",
,,,,,...,,
,,,,,,...,
,,,,,,I give up. I can't understand you...,
,,,,,I was just talking to myself.,,
,,,,, ,,
,,,,,I don't get why are you so upset. You should feel free to ignore me.,,
,,,,,,"(Oh, Celestials... I wish I could make her understand.)",
,,,3-1-B,III-2,Getting help from fellow succubi?,,
,,,,,,"If it's from another succubus, do you accept help more easily?",
,,,,,...,,
,,,,,"I humor them, sure.",,
,,,,,They are more worthy for my attention.,,
,,,,,,I see.,
,,,,,,I'll try to accommodate your wishes as best as I can.,
,,,,,What do you mean by that?,,
,,,,,,You'll see...,
,,III-2,,,,,
,,,,,,"Hey, Mare.",
,,,,,What is it? You look much more active today.,,
,,,,,,I've decided to actively help you out.,
,,,,,,I couldn't stand to see you struggle by yourself.,
,,,,,,It hurts to see you being so afraid to be close to the others.,
,,,,,...,,
,,,,,Are you underestimating me?,,
,,,3-2-A,EB,Seems like you need it.,,
,,,,,,The sight of you is just pitiful.,
,,,,,,"It's as if... well, you look like you have given up on everything.",
,,,,,...,,
,,,,,"So, I AM being underestimated.",,
,,,,,And by a pathetic mortal such as you at that.,,
,,,,,,Please don't pretend you don't need it.,
,,,,,Get lost!,,
,,,3-2-B,EA,I really want to help.,,
,,,,,,No! Not at all!,
,,,,,,I honestly want to help solve your problem!,
,,,,,"Psh, you're just doing it out of pity.",,
,,,,,,I'm not.,
,,,,,,I really do believe you can do this.,
,,,,,,And I’ll be glad to support you in any way possible.,
,,,,,...,,
,,,,,...,,
,,,,,But of course! How silly of me to doubt you!,,
,,,,,,"(So, she trusts me after all...)",
,,III-3,,,,,
,,,,,,Mare...,
,,,,,Grrr... to think that all these efforts still bear no fruit.,,
,,,,,There should be a way to extract Carnal Essence without direct physical contact.,,
,,,,,"But the more I seek, the more it Seems impossible to achieve.",,
,,,,,,Mare...,
,,,,,What? Did you come here to laugh at me?,,
,,,3-3-A,EB,Just give up.,,
,,,,,,There is no way you could go against your own nature.,
,,,,,,I can't bear to see you continue waging this futile battle.,
,,,,,"Oh, so you feel victorious right now, don't you?",,
,,,,,How does it feel to be the one with power?,,
,,,,,"Go ahead then, laugh. I am already lost.",,
,,,,,,(She's broken by the pressure of her own obsessions...),
